Country,City,Platform City URL,Hotel Name,MakeMyTrip Link,Booking.com Link,Agoda Link,Hotel Image URL,Image Source Type,Bathtub Amenity Confirmed,Tub / Suite Type,Rating,Reviews Count,Audit Status (Pass/Fix),Reviewer Notes
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Cape House","https://www.makemytrip.com/hotels/cape_house-details-amritsar.html","https://www.booking.com/hotel/in/cape-house.html","https://www.agoda.com/cape-house/hotel/amritsar-in.html","/assets/cape-house-amritsar-with-bathtub-ib-room.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Courtyard By Marriott","https://www.makemytrip.com/hotels/courtyard_by_marriott-details-amritsar.html","https://www.booking.com/hotel/in/courtyard-by-marriott.html","https://www.agoda.com/courtyard-by-marriott/hotel/amritsar-in.html","/assets/courtyard-by-marriott-amritsar-with-bathtub.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Fortune Ranjit Vihar Member Itcs Hotel Group","https://www.makemytrip.com/hotels/fortune_ranjit_vihar_member_itcs_hotel_group-details-amritsar.html","https://www.booking.com/hotel/in/fortune-ranjit-vihar-member-itcs-hotel-group.html","https://www.agoda.com/fortune-ranjit-vihar-member-itcs-hotel-group/hotel/amritsar-in.html","/assets/fortune-ranjit-vihar-amritsar-member-itcs-hotel-group-with-spabath.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Ganesha Palace","https://www.makemytrip.com/hotels/ganesha_palace-details-amritsar.html","https://www.booking.com/hotel/in/ganesha-palace.html","https://www.agoda.com/ganesha-palace/hotel/amritsar-in.html","/assets/ganesha-palace-amritsar-with-jacuzzi.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Golden Premier","https://www.makemytrip.com/hotels/golden_premier-details-amritsar.html","https://www.booking.com/hotel/in/golden-premier.html","https://www.agoda.com/golden-premier/hotel/amritsar-in.html","/assets/golden-premier-amritsar-with-bathtub-in-room.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Holiday Inn Ranjit Avenue An Ihg Hotel","https://www.makemytrip.com/hotels/holiday_inn_ranjit_avenue_an_ihg_hotel-details-amritsar.html","https://www.booking.com/hotel/in/holiday-inn-ranjit-avenue-an-ihg-hotel.html","https://www.agoda.com/holiday-inn-ranjit-avenue-an-ihg-hotel/hotel/amritsar-in.html","/assets/bathtub-room-holiday-inn-amritsar-ranjit-avenue-an-ihg-hotel.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Holiday Inn Ranjit Avenue Ihg Hotel","https://www.makemytrip.com/hotels/holiday_inn_ranjit_avenue_ihg_hotel-details-amritsar.html","https://www.booking.com/hotel/in/holiday-inn-ranjit-avenue-ihg-hotel.html","https://www.agoda.com/holiday-inn-ranjit-avenue-ihg-hotel/hotel/amritsar-in.html","/assets/holiday-inn-amritsar-ranjit-avenue-ihg-hotel-with-bathtub-in-room.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Hotel Blusalzz Residence","https://www.makemytrip.com/hotels/hotel_blusalzz_residence-details-amritsar.html","https://www.booking.com/hotel/in/hotel-blusalzz-residence.html","https://www.agoda.com/hotel-blusalzz-residence/hotel/amritsar-in.html","/assets/bathtub-hotel-blusalzz-residence-amritsar.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Hotel Cape House","https://www.makemytrip.com/hotels/hotel_cape_house-details-amritsar.html","https://www.booking.com/hotel/in/hotel-cape-house.html","https://www.agoda.com/hotel-cape-house/hotel/amritsar-in.html","/assets/bathtub-hotel-cape-house-amritsar.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Amritsar","https://www.hotelswithbathtubs.com/india/amritsar","Hotel Le Meridien","https://www.makemytrip.com/hotels/hotel_le_meridien-details-amritsar.html","https://www.booking.com/hotel/in/hotel-le-meridien.html","https://www.agoda.com/hotel-le-meridien/hotel/amritsar-in.html","/assets/hotel-le-meridien-amritsar-with-bathtub-in-room.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
