Country,City,Platform City URL,Hotel Name,MakeMyTrip Link,Booking.com Link,Agoda Link,Hotel Image URL,Image Source Type,Bathtub Amenity Confirmed,Tub / Suite Type,Rating,Reviews Count,Audit Status (Pass/Fix),Reviewer Notes
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Bathtub Hotel Royal Orchid 3 Kms To Airport","https://www.makemytrip.com/hotels/bathtub_hotel_royal_orchid_3_kms_to_airport-details-jaipur.html","https://www.booking.com/hotel/in/bathtub-hotel-royal-orchid-3-kms-to-airport.html","https://www.agoda.com/bathtub-hotel-royal-orchid-3-kms-to-airport/hotel/jaipur-in.html","/assets/room-bathtub-hotel-royal-orchid-jaipur-3-kms-to-airport.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Clarion Bella Casa At Airport","https://www.makemytrip.com/hotels/clarion_bella_casa_at_airport-details-jaipur.html","https://www.booking.com/hotel/in/clarion-bella-casa-at-airport.html","https://www.agoda.com/clarion-bella-casa-at-airport/hotel/jaipur-in.html","/assets/clarion-bella-casa-at-airport-jaipur-with-bathtub-in-room.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Hotel Royal Orchid 3 Kms To Airport","https://www.makemytrip.com/hotels/hotel_royal_orchid_3_kms_to_airport-details-jaipur.html","https://www.booking.com/hotel/in/hotel-royal-orchid-3-kms-to-airport.html","https://www.agoda.com/hotel-royal-orchid-3-kms-to-airport/hotel/jaipur-in.html","/assets/bathtub-hotel-royal-orchid-jaipur-3-kms-to-airport.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Hotel Royal Orchid 3 Kms To Airport Bathtub","https://www.makemytrip.com/hotels/hotel_royal_orchid_3_kms_to_airport_bathtub-details-jaipur.html","https://www.booking.com/hotel/in/hotel-royal-orchid-3-kms-to-airport-bathtub.html","https://www.agoda.com/hotel-royal-orchid-3-kms-to-airport-bathtub/hotel/jaipur-in.html","/assets/hotel-royal-orchid-jaipur-3-kms-to-airport-bathtub.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Hotel The Gulmohar Mansion Boutique Stay In","https://www.makemytrip.com/hotels/hotel_the_gulmohar_mansion_boutique_stay_in-details-jaipur.html","https://www.booking.com/hotel/in/hotel-the-gulmohar-mansion-boutique-stay-in.html","https://www.agoda.com/hotel-the-gulmohar-mansion-boutique-stay-in/hotel/jaipur-in.html","/assets/hottub-hotel-the-gulmohar-mansion-boutique-stay-in-jaipur.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Hotel The Raj Palace","https://www.makemytrip.com/hotels/hotel_the_raj_palace-details-jaipur.html","https://www.booking.com/hotel/in/hotel-the-raj-palace.html","https://www.agoda.com/hotel-the-raj-palace/hotel/jaipur-in.html","/assets/bathtub-hotel-the-raj-palace-jaipur.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Lmb Hotel City Centre","https://www.makemytrip.com/hotels/lmb_hotel_city_centre-details-jaipur.html","https://www.booking.com/hotel/in/lmb-hotel-city-centre.html","https://www.agoda.com/lmb-hotel-city-centre/hotel/jaipur-in.html","/assets/bathtub-lmb-hotel-city-centre-jaipur.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Rajasthali Resort Spa","https://www.makemytrip.com/hotels/rajasthali_resort_spa-details-jaipur.html","https://www.booking.com/hotel/in/rajasthali-resort-spa.html","https://www.agoda.com/rajasthali-resort-spa/hotel/jaipur-in.html","/assets/rajasthali-resort-spa-jaipur-with-spabath-in-room.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","Stardom Resort","https://www.makemytrip.com/hotels/stardom_resort-details-jaipur.html","https://www.booking.com/hotel/in/stardom-resort.html","https://www.agoda.com/stardom-resort/hotel/jaipur-in.html","/assets/jacuzzi-room-stardom-resort-jaipur.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Jaipur","https://www.hotelswithbathtubs.com/india/jaipur","The Lalit","https://www.makemytrip.com/hotels/the_lalit-details-jaipur.html","https://www.booking.com/hotel/in/the-lalit.html","https://www.agoda.com/the-lalit/hotel/jaipur-in.html","/assets/the-lalit-jaipur-with-bathtub.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
